fecha_deteccion,fecha_publicacion,tipo,organo,confianza,motivo,titulo,url
2026-09-08,2026-09-08,Decreto,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N 6 DE LA CAPITAL FEDERAL AL DOCTOR RAMIRO VELASCO (D,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 889/2026 DECTO-2026-889-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347031/20260908
2026-09-08,2026-09-08,Decreto,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N 19 DE LA CAPITAL FEDERAL AL DOCTOR PABLO CES,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 896/2026 DECTO-2026-896-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347032/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N 27 DE LA CAPITAL FEDERAL AL DOCTOR MIGUEL,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 900/2026 DECTO-2026-900-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347033/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N 69 DE LA CAPITAL FEDERAL A LA DOCTORA ,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 902/2026 DECTO-2026-902-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347034/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N 110 DE LA CAPITAL FEDERAL AL DOCTOR JO,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 904/2026 DECTO-2026-904-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347035/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N 45 DE LA CAPITAL FEDERAL AL DOCTOR SEBAST,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 899/2026 DECTO-2026-899-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347036/20260908
2026-09-08,2026-09-08,Decreto,CAMARA FEDERAL DE APELACIONES DE CORDOBA,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 916/2026 DECTO-2026-916-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347037/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N 42 DE LA CAPITAL FEDERAL AL DOCTOR DIEGO ,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 901/2026 DECTO-2026-901-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347038/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N 41 DE LA CAPITAL FEDERAL AL DOCTOR FERNAN,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 909/2026 DECTO-2026-909-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347039/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N 58 DE LA CAPITAL FEDERAL AL DOCTOR MAXIMI,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 920/2026 DECTO-2026-920-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347040/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N 44 DE LA CAPITAL FEDERAL AL DOCTOR SERGIO,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 917/2026 DECTO-2026-917-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347041/20260908
2026-09-08,2026-09-08,Decreto,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N 25 DE LA CAPITAL FEDERAL A LA DOCTORA MARIAN,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 910/2026 DECTO-2026-910-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347042/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N 27 DE LA CAPITAL FEDERAL A LA DOCTORA ,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 922/2026 DECTO-2026-922-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347043/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO COMERCIAL N 10 DE LA CAPITAL FEDERAL AL DOCTOR,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 905/2026 DECTO-2026-905-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347044/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N 9 DE LA CAPITAL FEDERAL A LA DOCTORA L,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 921/2026 DECTO-2026-921-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347045/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO COMERCIAL N 23 DE LA CAPITAL FEDERAL AL DOCTOR,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 923/2026 DECTO-2026-923-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347046/20260908
2026-09-08,2026-09-08,Decreto,,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 926/2026 DECTO-2026-926-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347047/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N 30 DE LA CAPITAL FEDERAL AL DOCTOR FEDERI,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 929/2026 DECTO-2026-929-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347048/20260908
2026-09-08,2026-09-08,Decreto,CAMARA NACIONAL DE APELACIONES EN LO CIVIL DE LA CAPITAL FEDERAL,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 915/2026 DECTO-2026-915-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347049/20260908
2026-09-08,2026-09-08,Decreto,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N 18 DE LA CAPITAL FEDERAL A LA DOCTORA EVANGE,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 928/2026 DECTO-2026-928-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347050/20260908
2026-09-08,2026-09-08,Decreto,CAMARA FEDERAL DE APELACIONES DE CORDOBA,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 927/2026 DECTO-2026-927-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347051/20260908
2026-09-08,2026-09-08,Decreto,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N 6 DE LA CAPITAL FEDERAL AL DOCTOR SANTIAGO JUAN SCH,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 930/2026 DECTO-2026-930-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347052/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N 19 DE LA CAPITAL FEDERAL AL DOCTOR SAN,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 931/2026 DECTO-2026-931-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347053/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N 109 DE LA CAPITAL FEDERAL A LA DOCTORA,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 913/2026 DECTO-2026-913-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347054/20260908
2026-09-08,2026-09-08,Decreto,,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 906/2026 DECTO-2026-906-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347055/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N 22 DE LA CAPITAL FEDERAL AL DOCTOR JUA,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 914/2026 DECTO-2026-914-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347056/20260908
2026-09-08,2026-09-08,Decreto,JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N 38 DE LA CAPITAL FEDERAL AL DOCTOR ADOLFO,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 933/2026 DECTO-2026-933-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347057/20260908
2026-09-08,2026-09-08,Decreto,CAMARA FEDERAL DE APELACIONES DE SAN JUSTO,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 918/2026 DECTO-2026-918-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347058/20260908
2026-09-08,2026-09-08,Decreto,TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N 19 DE LA CAPITAL FEDERAL A LA DOCTORA ALBERT,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 938/2026 DECTO-2026-938-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347059/20260908
2026-09-08,2026-09-08,Decreto,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL DE CATAMARCA,ALTA,decreto+designa+juez+senado,JUSTICIA Decreto 882/2026 DECTO-2026-882-APN-PTE - Nombramiento.,https://www.boletinoficial.gob.ar/detalleAviso/primera/347060/20260908
